0,1,2,3,4,5,6,7,8,9,10,11,12
스기타마,서울시 강남구 청담동 7-27 101호,010-4760-8004,이자카야 / 오뎅 / 꼬치,,,,18:30 - 02:00,4.6,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/722502_1555594183092059.jpg,107.0
뺑드미,서울시 성동구 행당동 1-90,070-4250-2338,베이커리,우유식빵,4500.0,"우유식빵:4,500원//오징어먹물 치아바타:2,500원//치즈 올리브 치아바타:2,500원//깜빠뉴:5,000원//플레인스콘:2,000원/",11:00 - 21:00,4.0,71.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/441479_1454990120584.jpg,108.0
하노이별,서울시 성북구 안암동5가 101-19 1F,02-953-7470,베트남 음식,,,,10:30 - 21:00,3.2,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/41262_1418860287808,109.0
대도식당,서울시 성동구 홍익동 431,02-2292-9772,고기 요리,한우등심 (200g),42000.0,"한우등심 (200g):42,000원//깍두기볶음밥(1인분):4,000원/",11:00 - 22:00,3.8,86.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/508433_1458636826393116.jpg,110.0
스시키,서울시 강남구 역삼동 683-2 운경빌딩 1F,02-539-2008,회 / 스시,런치 오마카세,45000.0,"런치 오마카세:45,000원//디너 스시오마카세:90,000원//디너 사시미오마카세:110,000원/",12:00 - 22:00,4.6,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/844626_1508315202030131.jpg,111.0
슬로우치즈,서울시 강남구 청담동 11-1,02-517-7172,브런치 / 버거 / 샌드위치,,,,"일, 월",4.5,49.0,,https://mp-seoul-image-production-s3.mangoplate.com/355430/810572_1561943926719_106693,112.0
일락,서울시 성동구 행당동 19-45 1F,070-7584-6227,라멘 / 소바 / 우동,,,,11:00 - 20:40,3.7,32.0,,https://mp-seoul-image-production-s3.mangoplate.com/48866/702048_1500200819516_702048_1500197338214_19428,113.0
두꺼비숙성횟집,서울시 마포구 서교동 331-1,02-336-5215,이자카야 / 오뎅 / 꼬치,,,,일-목: 18:00 - 05:00 금-토: 17:00 - 05:00,4.2,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/1382960_1581486086530445.jpg,114.0
오스테리아꼬또,서울시 강남구 신사동 624-20,02-518-1962,이탈리안,,,,11:30 - 22:00  ,4.3,59.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/247128_145539175833343.jpg,115.0
목포산꽃게아구찜탕,서울시 성동구 마장동 767-41,02-2292-1270,해산물 요리,,,,11:30 - 22:30,4.3,22.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/55387_1451472470255.jpg,116.0
중앙해장,서울시 강남구 대치동 996-16 육인빌딩,02-558-7905,탕 / 찌개 / 전골,한우양선지해장국,9000.0,"한우양선지해장국:9,000원//내장탕:13,000원//양지곰탕:10,000원//한우 곱창전골 중:59,000원//한우 곱창전골 대:89,000원/",월: 10:30 - 00:00 화-토: 00:00 - 24:00 일: 00:00 - 22:00,4.5,223.0,,https://mp-seoul-image-production-s3.mangoplate.com/361632_1494296497357311.jpg,117.0
브라운브레드,서울시 강남구 도곡동 424-8,070-8658-1236,베이커리,햄치즈 샌드위치,4900.0,"햄치즈 샌드위치:4,900원//구운버섯 샌드위치:6,900원/",11:30 - 18:00,4.5,56.0,,https://mp-seoul-image-production-s3.mangoplate.com/12679/442542_1449043572184_24338,118.0
창신동매운족발,서울시 성북구 석관동 133-57,02-966-9923,고기 요리,,,,월-금: 15:00 - 00:30 토-일: 15:00 - 23:40,3.7,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/13321/90579_1444744814392109410,119.0
코슌,서울시 강남구 신사동 626-71 2F,010-7697-872,이자카야 / 오뎅 / 꼬치,,,,18:00 - 01:00,4.7,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/724217_1599018686446283.jpg,120.0
빌로우,서울시 성동구 성수동1가 668-90,"
카페 / 디저트
",,,,,,3.9,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/59540_1598773313508383.jpg,121.0
테일러커피,서울시 마포구 서교동 329-15,02-335-0355,카페 / 디저트,코코프레도,6500.0,"코코프레도:6,500원//크림모카:6,500원//아인슈페너:6,500원//에스프레소:5,000원//아메리카노:5,500원/",11:30 - 23:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/379403_1456584230201338.jpg,122.0
엘이베리코,서울시 강남구 신사동 576-4 1F,02-3443-6888,스테이크 / 바베큐,,,,,4.3,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/1592769_1580826372328749.jpg,123.0
헤키,서울시 마포구 망원동 57-135 1F, 070-7773-9870,까스 요리,,,,화-금: 15:00 - 17:30,4.2,43.0,,https://mp-seoul-image-production-s3.mangoplate.com/572525_1593313660895501.jpg,124.0
홍어한마리,서울시 마포구 서교동 480-9,02-323-1011,해산물 요리,,,,월-금: 12:00 - 22:00 토: 17:00 - 22:00,4.3,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/199195/586167_1554107534539,125.0
Osteria Ora,서울시 마포구 서교동 468-17 1F,010-9163-0415,이탈리안,,,,12:00 - 23:00,4.4,19.0,,https://mp-seoul-image-production-s3.mangoplate.com/354477/638412_1598703273205_4187,126.0
익스퀴진,서울시 강남구 청담동 63-11 라파빌딩,02-542-6921,닭 / 오리 요리,,,,12:00 - 20:00,4.5,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/1427_1485092024330092.jpg,127.0
토라돈부리,서울시 성북구 동선동1가 85-98,02-929-2363,돈부리 / 일본 카레 / 벤토,,,,11:00 - 22:00,3.5,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/96495/69647_142706078353617247,128.0
온돈부리,서울시 마포구 상암동 1596 상암 푸르지오시티 2F,02-303-0626,돈부리 / 일본 카레 / 벤토,,,,11:20 - 21:30,4.4,44.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/435_1483813105536464.jpg,129.0
카멜 커피,서울시 성동구 성수동2가 570-1 나사로교회 1F,070-8711-3337,카페 / 디저트,아메리카노,4500.0,"아메리카노:4,500원/",11:30 - 21:00,3.9,35.0,,https://mp-seoul-image-production-s3.mangoplate.com/327955/327827_1501233838896_327827_1501233768815_72772,130.0
세드라,서울시 강남구 대치동 900-16,02-6349-7171,베이커리,,,,11:00 - 20:00,4.3,39.0,,https://mp-seoul-image-production-s3.mangoplate.com/363360/26737_1599488188901_3525,131.0
랑꼬뉴,서울시 강남구 신사동 556-27,02-512-6767,카페 / 디저트,,,,"월, 화",4.5,103.0,,https://mp-seoul-image-production-s3.mangoplate.com/585290_1557907141199843.jpg,132.0
로우커피스탠드,서울시 성동구 성수동1가 8-16 1F,010-4334-2387,카페 / 디저트,,,,월-금: 08:00 - 18:00 토: 10:00 - 18:00 일: 12:00 - 18:00,4.5,49.0,,https://mp-seoul-image-production-s3.mangoplate.com/594757_1559216731693399.jpg,133.0
리틀넥,서울시 강남구 신사동 653-7,0507-1400-1476,브런치 / 버거 / 샌드위치,아보카도 샌드위치,12000.0,"아보카도 샌드위치:12,000원//하우스샐러드 (리코타치즈):12,000원//라자냐:19,000원//살치살 리조또:20,000원//하우스 스테이크 (200g):26,000원/",11:00 - 22:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/495395_1535635003462505.jpg,134.0
스파카나폴리,서울시 마포구 합정동 413-2 2F,02-326-2323,이탈리안,고르곤졸라,21000.0,"고르곤졸라:21,000원//마르게리따:20,000원//디아볼라:22,000원//루꼴라:23,000원//꼬또 에 차폴라:23,000원/",11:30 - 22:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/67094_1483624575330761.jpg,135.0
566라멘,서울시 마포구 연남동 566-1,070-4064-6958,라멘 / 소바 / 우동,,,,,4.2,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/418324/748131_1595498366994_16817,136.0
소문난성수감자탕,서울시 성동구 성수동2가 315-100,02-465-6580,탕 / 찌개 / 전골,감자국식사,7500.0,"감자국식사:7,500원//감자탕 (소):24,000원//감자탕 (중):27,000원//감자탕 (대):36,000원/",00:00 - 24:00,4.0,141.0,,https://mp-seoul-image-production-s3.mangoplate.com/49369_1428403105589,137.0
테이스티버거,서울시 마포구 상수동 317-2 행운빌딩 1F,02-336-3034,브런치 / 버거 / 샌드위치,,,,11:30 - 22:00,4.2,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/513273_1599391417783754.jpg,138.0
완쌀국수포완,서울시 성동구 행당동 290-10,02-2294-8666,베트남 음식,,,,11:00 - 21:00,3.7,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/549710_1492684746085816.jpg,139.0
이도곰탕,서울시 강남구 역삼동 671-17,02-569-0524,탕 / 찌개 / 전골,,,,월: 10:00 - 24:00 화-토: 00:00 - 24:00 일: 00:00 - 21:00 ,4.3,102.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/179982_1442588814870.jpg,140.0
명인등심,서울시 강남구 신사동 587-14,02-3446-5544,고기 요리,한우특등심,42000.0,"한우특등심:42,000원//한우육회:35,000원//된장죽:6,000원//후식냉면:5,000원/",월-금: 11:30 - 22:30 토-일: 11:30 - 22:00,4.3,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/192808/sx-jyux3dbjqjo.jpg,141.0
만두전빵,서울시 성동구 행당동 317-72,02-2292-6882,기타 한식,,,,11:00 - 21:30,4.3,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/189039/22522_1419516309322,142.0
마루심,서울시 마포구 용강동 51-3 성진빌딩 1F,02-711-1378,돈부리 / 일본 카레 / 벤토,,,,11:00 - 22:00,4.3,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/793119_1579669878652019.jpg,143.0
와하카,서울시 성동구 성수동2가 299-225,02-462-7292,남미 음식,부리또,7000.0,"부리또:7,000원//엔칠라다:11,000원//치미창가:14,000원//타코:6,000원//칠리 치즈 프라이:10,500원/",화-금: 11:30 - 23:00 토: 12:00 - 23:00 일: 12:00 - 22:00,4.5,119.0,,https://mp-seoul-image-production-s3.mangoplate.com/246119/10189_1471967688998_29631,144.0
닭꼬얌,서울시 마포구 서교동 361-3,02-322-3331,한정식 / 백반 / 정통 한식,,,,11:30 - 24:00,4.3,55.0,,https://mp-seoul-image-production-s3.mangoplate.com/239088/26737_1454578524201_11740,145.0
헬로인디아,서울시 마포구 연남동 566-51,02-336-8425,인도 음식,,,,11:00 - 22:00,4.3,34.0,,https://mp-seoul-image-production-s3.mangoplate.com/(null)_1438062508575,146.0
장화신은고양이,서울시 마포구 망원동 57-39,02-333-2825,프랑스 음식,,,,월-금: 18:00 - 24:00 토: 12:30 - 24:00,4.2,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/332941_1514128261528678.jpg,147.0
25T,서울시 강남구 삼성동 8-2,02-547-3176,철판 요리,A코스,60000.0,"A코스:60,000원//B코스:78,000원//런치:10,000원/",월-금: 11:30 - 23:00 토: 18:00 - 23:00,4.3,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/397170_1462201188855255.jpg,148.0
엘리스리틀이태리,서울시 마포구 공덕동 476 201동 1F,02-712-1210,이탈리안,,,,,4.6,31.0,,https://mp-seoul-image-production-s3.mangoplate.com/467077_1587660803317727.jpg,149.0
비너발트,서울시 성북구 하월곡동 37-18,02-919-8848,기타 양식,,,,,3.5,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/193185/75402_142794098272531153125,150.0
다로베,서울시 성동구 성수동1가 668-3,02-499-3666,이탈리안,CALZONE,23000.0,"CALZONE:23,000원//DAROBE:25,000원//MARGHERITA BUFFALA:19,500원//MARINARA:16,000원//PORCINI CREMA:23,000원/",12:00 - 22:00  ,4.5,215.0,,https://mp-seoul-image-production-s3.mangoplate.com/331354/555732_1533224838952_50391,151.0
멜로워커피,서울시 성동구 성수동2가 333-94,02-499-1112,카페 / 디저트,,,,"








",3.9,33.0,,https://mp-seoul-image-production-s3.mangoplate.com/21015_1496751218944123.jpg,152.0
소소하게,서울시 성동구 성수동1가 104,02-465-5554,카페 / 디저트,,,,화-토: 12:00 - 21:00 일: 12:00 - 20:00,4.3,39.0,,https://mp-seoul-image-production-s3.mangoplate.com/325122/olv1dod19ia-bb.jpg,153.0
샤뽀블랑,서울시 성북구 성북동 161-14,02-741-6763,베이커리,,,,08:30 - 23:00,4.0,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/335333_1454742478864.jpg,154.0
제스티살룬,서울시 성동구 성수동1가 685-424 2F,02-2205-2622,브런치 / 버거 / 샌드위치,,,,,3.7,39.0,,https://mp-seoul-image-production-s3.mangoplate.com/59540_1598780539713327.jpg,155.0
콴안다오,서울시 강남구 신사동 516-2 1F,02-512-1651,베트남 음식,호띠우,7500.0,"호띠우:7,500원//분깐조:10,500원//껌징능주:9,500원//짜조:6,000원//반미:7,000원/",11:00 - 22:00,4.7,155.0,,https://mp-seoul-image-production-s3.mangoplate.com/324571/40403_1515383998718_13023,156.0
키노키친,서울시 마포구 서교동 337-1 1F 1호,070-4467-3377,이탈리안,,,,"





",4.3,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/259634_1580722969459091.jpg,157.0
스시토로,서울시 성북구 안암동5가 101-15,02-929-3538,회 / 스시,,,,10:30 - 23:30,3.7,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/764496_1493485056212003.jpg,158.0
오레노라멘,서울시 마포구 합정동 361-1,02-322-3539,라멘 / 소바 / 우동,토리빠이탄,9000.0,"토리빠이탄:9,000원//토리쇼유:9,000원//시오라멘:9,000원//카라빠이탄:9,000원/",11:30 - 21:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/460278_1491386783474508.jpg,159.0
손오공 마라탕,서울시 마포구 동교동 169-14 2F,02-780-8686,기타 중식,,,,11:00 - 23:00,4.3,55.0,,https://mp-seoul-image-production-s3.mangoplate.com/45934_1510142229258353.jpg,160.0
더허브,서울시 성북구 안암동5가 103-28,02-923-7767,칵테일 / 와인,,,,,3.9,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/41531/1003488_1523624301811_25273,161.0
카카오다다,서울시 마포구 망원동 496,02-3446-7007,카페 / 디저트,,,,11:30 - 20:30,4.4,42.0,,https://mp-seoul-image-production-s3.mangoplate.com/268683/242164_1490563538922_242164_1486291174192_109344,162.0
오스틴,서울시 강남구 역삼동 617-3 B1,02-566-5324,스테이크 / 바베큐,풀드포크 플래터,14900.0,"풀드포크 플래터:14,900원//브리스킷 플래터:21,900원//배이비 백 립 플래터:26,900원//플래터(2인용):28,900원/",12:00 - 23:00,4.3,175.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/8184_1487862589002630.jpg,163.0
구을가,서울시 강남구 삼성동 34-19,02-2156-5780,고기 요리,,,,11:30 - 22:00,4.4,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/59110_1599229064128263.jpg,164.0
보트르메종,서울시 강남구 청담동 3 청담스퀘어 2F 224호,02-549-3800,프랑스 음식,런치 시그니처코스,65000.0,"런치 시그니처코스:65,000원//디너 시그니처코스:150,000원/",15:00 - 18:00,4.6,35.0,,https://mp-seoul-image-production-s3.mangoplate.com/226358/444936_1467469964568_104037,165.0
진진가연,서울시 마포구 서교동 375-35,02-332-9866,정통 중식 / 일반 중식,,,,12:00 - 21:00,4.4,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/1737839_1598613149613214.jpg,166.0
17도씨,서울시 마포구 연남동 257-21 1F,02-337-1706,카페 / 디저트,초콜릿 봉봉,2500.0,"초콜릿 봉봉:2,500원//아메리카노:5,000원//17도씨 초코 빙수:15,000원//수박 초콜릿 음료:7,500원//수제 초콜릿 (1pc):2,500원/",11:00 - 22:00,4.3,104.0,,https://mp-seoul-image-production-s3.mangoplate.com/190403_1443417458557,167.0
미미면가,서울시 강남구 신사동 512-21,070-7543-5466,라멘 / 소바 / 우동,,,,월-금: 11:30 - 21:30 토-일: 11:30 - 20:30,4.4,35.0,,https://mp-seoul-image-production-s3.mangoplate.com/61216_1600045680637911.jpg,168.0
우드앤브릭,서울시 성북구 성북동 97-21,02-741-1171,베이커리,,,,"

                      식당 홈페이지로 가기
                    
",3.8,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/40403_1443872311111.jpg,169.0
텐동식당,서울시 성동구 성수동2가 315-29 1F,02-6339-0309,돈부리 / 일본 카레 / 벤토,,,,"





",3.7,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/1723486_1598105251731571.jpg,170.0
골드피쉬딤섬퀴진,서울시 강남구 신사동 657-5 투구빌딩 2F,02-511-5266,딤섬 / 만두,소룡포 (4pcs),8700.0,"소룡포 (4pcs):8,700원//구채교 (3pcs):8,700원//쇼마이 (3pcs):8,500원//마라우육면:14,000원//무떡볶음:12,000원/",12:00 - 22:00,4.3,229.0,,https://mp-seoul-image-production-s3.mangoplate.com/910/810572_1540530890703_81737,171.0
카밀로라자네리아,서울시 마포구 서교동 382-13,02-332-8622,이탈리안,에밀리아나 라자냐,15000.0,"에밀리아나 라자냐:15,000원//뽈로 라자냐:16,000원//마레 라자냐:17,000원//뜨리빠와 피칸테 파스타:19,000원//새우와 마늘쫑 쵸리조오일 파스타:18,000원/",11:45 - 21:30,4.5,205.0,,https://mp-seoul-image-production-s3.mangoplate.com/33537_1507709052817669.jpg,172.0
하하,서울시 마포구 연남동 229-12,02-337-0211,기타 중식,왕만두 1개,6000.0,"군만두:6,000원//새우볶음밥:6,000원//칠리새우:20,000원//가지볶음:15,000원/",11:30 - 21:40,,,,https://mp-seoul-image-production-s3.mangoplate.com/47869/reviews/80e9c6e3025a.jpg,173.0
원스인어블루문,서울시 강남구 청담동 85-1,02-549-5490,칵테일 / 와인,코스 A,85000.0,"코스 A:85,000원//코스 B:55,000원//엘라 핏츠제랄드:23,000원//웨스 몽고메리:23,000원//프레쉬 레몬 스쿼시:23,000원/",18:00 - 24:00,4.5,79.0,,https://mp-seoul-image-production-s3.mangoplate.com/54011_1493646287215427.jpg,174.0
계고기집,서울시 마포구 염리동 157-8,02-717-7624,닭 / 오리 요리,,,,18:00 - 24:00,4.3,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/252175/510078_1459251621160_85803,175.0
야사이마끼쿠이신보,서울시 강남구 신사동 539-1,010-9498-9215,이자카야 / 오뎅 / 꼬치,,,,월-목: 17:30 - 01:00 금-토: 17:30 - 02:00,4.5,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/460278_1596370132396178.jpg,176.0
테일러커피,서울시 마포구 서교동 327-8,02-332-0355,카페 / 디저트,아메리카노,5500.0,"아메리카노:5,500원/",11:30 - 23:00,4.3,71.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/132097_1491395742857140.jpg,177.0
스시타츠,서울시 강남구 논현동 8-6 청림빌딩 1F,02-514-3336,정통 일식 / 일반 일식,런치 스시,120000.0,"런치 스시:120,000원//디너 오마카세:250,000원/",12:00 - 22:00,4.3,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/47502_1458018512826069.jpg,178.0
푸줏간생고기점,서울시 성동구 행당동 292-54,02-749-7361,고기 요리,생삼겹살 (200g) ,15000.0,"생삼겹살 (200g) :15,000원//생목살 (200g):15,000원//항정살 (200g):15,000원//한우등심 (200g):35,000원//한우차돌박이 (200g):25,000원/",14:00 - 24:00,4.3,49.0,,https://mp-seoul-image-production-s3.mangoplate.com/292438_1521211622538903.jpg,179.0
5to7,,070-4127-7616,카페 / 디저트,,,,11:30 - 21:00,3.7,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/410567/712762_1599930531168_44042,180.0
알고기,서울시 강남구 청담동 80-17,02-3446-6925,고기 요리,,,,17:00 - 23:30,4.3,18.0,,https://mp-seoul-image-production-s3.mangoplate.com/224164/64833_1533458899861_38467,181.0
백곰막걸리앤양조장,서울시 강남구 신사동 657-7,02-540-7644,전통 주점 / 포차,피꼬막무침,24000.0,"피꼬막무침:24,000원//야들야들 제주 돼지 수육:33,000원//특선 달고기 소금구이:27,000원//매콤보들 닭다리순살구이:24,000원//오징어김치전:22,000원/",월-목: 17:00 - 24:00 금-토: 17:00 - 01:30,4.5,44.0,,https://mp-seoul-image-production-s3.mangoplate.com/262782/532309_1598884333646_26586,182.0
후엘고,서울시 마포구 염리동 128-7,02-712-9265,카페 / 디저트,,,,월-금: 11:00 - 21:00 토-일: 11:00 - 20:00,4.3,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/350253/862279_1598707599473_19031,183.0
누메로도스,서울시 성동구 성수동1가 656-1021,02-468-7943,이탈리안,,,,11:00 - 22:00,4.2,67.0,,https://mp-seoul-image-production-s3.mangoplate.com/359190/980861_1589677216225_18661,184.0
할매숯불닭갈비,서울시 성북구 동선동1가 8,02-928-9993,닭 / 오리 요리,,,,14:00 - 02:00,3.9,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/185975/232742_143614271543833004,185.0
훔볼트,서울시 성동구 성수동2가 325-17,02-465-5122,카페 / 디저트,아메리카노,5000.0,"아메리카노:5,000원/",10:00 - 22:00,3.9,45.0,,https://mp-seoul-image-production-s3.mangoplate.com/336653/62808_1509968792175_12403,186.0
카페라잌유,서울시 성동구 성수동1가 656-1017,02-462-1758,카페 / 디저트,,,,화-금: 11:00 - 21:30 토-일: 12:00 - 22:00,3.7,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/1587967_1595854801195722.jpg,187.0
카페413프로젝트,서울시 강남구 역삼동 640-9,070-7798-0544,카페 / 디저트,아메리카노,3900.0,"아메리카노:3,900원//베니스 샐러드:15,000원//망고플르츠 가든볼:14,300원//아보카도 오렌지 볼:14,300원//연어 아보카도 베네딕트:15,800원/",화-토: 10:30 - 22:00 일: 10:30 - 21:00,4.3,225.0,,https://mp-seoul-image-production-s3.mangoplate.com/67078_1497540642492532.jpg,188.0
투고샐러드,서울시 성동구 행당동 16-53,02-2282-3344,기타 양식,,,,11:00 - 21:00,3.9,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/789735_1583551716108688.jpg,189.0
있을재,서울시 강남구 신사동 644-7,02-547-0606,이탈리안,,,,18:00 - 01:00,4.5,30.0,,https://mp-seoul-image-production-s3.mangoplate.com/389430/113339_1600002611498_51554,190.0
성북동 이안,서울시 성북구 성북동1가 105-11 1F,02-744-2919,이탈리안,,,,"

                      식당 홈페이지로 가기
                    
",3.7,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/346656/840737_1594250126490_26293,191.0
샐러데이,서울시 성북구 안암동5가 15-25,02-6093-5449,기타 양식,,,,월-금: 07:30 - 21:00 토-일: 10:30 - 20:00,4.0,34.0,,https://mp-seoul-image-production-s3.mangoplate.com/187676_1440062324344,192.0
리틀빅토리,서울시 마포구 연남동 381-6,010-4592-1429,카페 / 디저트,,,,일,4.4,93.0,,https://mp-seoul-image-production-s3.mangoplate.com/664803_1599373185059484.jpg,193.0
팜티진,서울시 성동구 도선동 69 삼성쉐르빌,02-2293-2214,베트남 음식,,,,10:00 - 21:00,4.3,101.0,,https://mp-seoul-image-production-s3.mangoplate.com/195542/442542_1448971063534_23941,194.0
리북집,서울시 강남구 신사동 537-10,02-515-8589,고기 요리,,,,11:30 - 04:30,4.5,60.0,,https://mp-seoul-image-production-s3.mangoplate.com/188084_1441961532224,195.0
노란상소갈비,서울시 강남구 논현동 112-7 1F,02-543-9290,고기 요리,생갈비 (200g),21500.0,"생갈비 (200g):21,500원//정갈비 (230g):18,500원//이동갈비 (250g):16,500원//한우육회:18,000원//양곰탕:7,000원/","


생갈비 (200g)
21,500원


정갈비 (230g)
18,500원


이동갈비 (250g)
16,500원


한우육회
18,000원


양곰탕
7,000원


",4.7,50.0,,https://mp-seoul-image-production-s3.mangoplate.com/405210/172778_1599522822234_71134,196.0
라이라이라이,서울시 성북구 동선동2가 135-12,02-921-1911,베트남 음식,,,,월-금: 08:00 - 19:00 토: 11:00 - 19:00,3.7,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/870959_1523170299332968.jpg,197.0
배꼽집,"서울시 마포구 상암동 1597 사보이시티DMC 중앙계단 210호, 206호",02-304-9293,고기 요리,,,,11:00 - 22:00,4.3,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/460278_1483076758305909.jpg,198.0
쿠이신보,서울시 강남구 신사동 539 대화빌딩,02-546-9215,이자카야 / 오뎅 / 꼬치,참치뱃살 타타키,47000.0,"참치뱃살 타타키:47,000원//참치등살 타타키:29,000원//연어 사시미:21,000원//시메사바:19,500원//한우우설 숯불구이:14,000원/",월-목: 17:30 - 24:00 금-토: 17:30 - 02:00,4.8,90.0,,https://mp-seoul-image-production-s3.mangoplate.com/832260_1538990876392786.jpg,199.0
어니언,서울시 성동구 성수동2가 277-135,02-1644-1941,카페 / 디저트,플랫화이트,5000.0,"플랫화이트:5,000원//초콜렛 라떼:6,500원//파인애플 코코넛:6,500원//아보카도 우유:6,000원//어니언 콜라:6,500원/",월-금: 08:00 - 22:00 토-일: 10:00 - 22:00,3.8,177.0,,https://mp-seoul-image-production-s3.mangoplate.com/957883_1596177100765833.jpg,200.0
삼창교자,서울시 강남구 신사동 517-34,02-542-5588,딤섬 / 만두,,,,11:30 - 22:30,4.4,73.0,,https://mp-seoul-image-production-s3.mangoplate.com/549779_1598524384972577.jpg,201.0
벱,서울시 성동구 성수동2가 321-21,070-7644-4502,베트남 음식,,,,,4.3,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/231718_1599218549166694.jpg,202.0
REVEAT,서울시 마포구 서교동 481-10 1F,070-7724-1208,프랑스 음식,,,,18:00 - 03:00,4.4,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/722502_1526179449604559.jpg,203.0
퓨전선술집,서울시 마포구 합정동 383-9,02-335-4764,이자카야 / 오뎅 / 꼬치,,,,18:30 - 01:00,4.3,22.0,,https://mp-seoul-image-production-s3.mangoplate.com/586167_1506312315305648.jpg,204.0
커피수공업,서울시 성북구 안암동2가 118-8,070-8724-9384,카페 / 디저트,,,,월-금: 08:00 - 22:00 토: 10:00 - 21:00 일: 11:00 - 21:00,4.0,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/540977_1462257965445935.jpg,205.0
램브라튼,서울시 강남구 신사동 524-28 1F,02-545-4191,스테이크 / 바베큐,양갈비 (230g),28000.0,"양갈비 (230g):28,000원//프렌치 랙 (200g):29,900원//양등심 (180g):25,000원//레드립 (400g):27,900원//리코타 치즈 샐러드:12,900원/",17:30 - 23:30,4.3,47.0,,https://mp-seoul-image-production-s3.mangoplate.com/188667_1442500748922.jpg,206.0
일무레또,서울시 강남구 신사동 556-12,02-540-0401,이탈리안,,,,11:30 - 22:00,4.4,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/947135_1598330418233548.jpg,207.0
미완성식탁,서울시 마포구 망원동 404-32 1F,"
카페 / 디저트
",,,,,"








",4.3,139.0,,https://mp-seoul-image-production-s3.mangoplate.com/233192/894765_1530358117955_101377,208.0
미미상회,서울시 성북구 동선동2가 135-18 1F,070-4409-4224,카페 / 디저트,,,,12:00 - 22:00,3.7,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/785484_1498568039431549.jpg,209.0
진진,서울시 마포구 서교동 469-67 1F,070-5035-8878,정통 중식 / 일반 중식,대게살 볶음,23000.0,"대게살 볶음:23,000원//멘보샤 (6개):16,500원//오향냉채:17,500원//XO볶음밥:8,300원//물만두:7,000원/",17:00 - 24:00,4.2,79.0,,https://mp-seoul-image-production-s3.mangoplate.com/192651/230933_144400190795522852,210.0
