id,name,address,tel,category,main_mn,price,menu,opng_tm,rating,rvw_cnt,tags,img
None,엑스케이프 강남점,서울 강남구 역삼동 809-6 현도빌딩 지하1층,02-555-9366,방탈출카페,None,"엑스파일러-70분.2인(인당요금) 25,000원",None,None,4.55,None,None,http://ldb.phinf.naver.net/20191203_209/1575373429153K54aY_PNG/UJHTGo3hZH3Npqa9GhPbad8p.png
None,크라임씬카페 퍼즐팩토리 강남점,서울 강남구 역삼동 813-13,010-7569-3531,방탈출카페,None,"EP.15 하와이 살인사건 25,000원",None,None,4.29,None,None,http://ldb.phinf.naver.net/20190309_277/1552066253217daHvN_JPEG/0TNmJnwMHfCkN5uMWB876ddA.jpg
None,CSIVR방탈출카페 대치선릉점,서울 강남구 대치동 897-28,02-3463-1112,방탈출카페,None,"2인(인당) 22,000원",None,None,4.31,None,None,http://ldb.phinf.naver.net/20190903_61/1567488767607aafio_JPEG/WgecBqsZxY4_cA0iUSC8jS_r.JPG.jpg
None,포인트나인,서울 강남구 역삼동 618-3,070-7733-7879,방탈출카페,None,매일 11:00~23:40,None,None,None,None,None,http://ldb.phinf.naver.net/20200602_126/1591075865005ekQ12_JPEG/NpK1bWrXXc9PfHd-SEEbbG7q.jpeg.jpg
None,키이스케이프 강남점,서울 강남구 역삼동 817-21,010-7456-6082,방탈출카페,None,"2인 46,000원",None,None,4.4,None,None,http://ldb.phinf.naver.net/20180318_83/15212996364971uE82_JPEG/Ff3HOqbtk0jlP0RoaPkyaFrg.jpg
None,시그널헌터 가로수길점,서울 강남구 신사동 537 석천빌딩 4층,02-517-6027,방탈출카페,None,"1인 22,000원",None,None,None,None,None,http://ldb.phinf.naver.net/20200313_87/1584081117623RxqHy_JPEG/ififT_Qhs3V0m16tZBvMpJBk.jpg
None,비밀의화원 리버타운,서울 강남구 역삼동 818-5,02-508-7063,방탈출카페,None,"평일 12:00~00:00, 주말 10:00~00:00",None,None,4.53,None,None,http://ldb.phinf.naver.net/20200826_252/1598416747662FCgVK_JPEG/ZvMQ1aE7-aFM2osIcFjgRD_a.jpg
None,마스터키프라임 강남점,서울 강남구 역삼동 619-28 메트로빌딩 B2층,070-4193-0021,방탈출카페,None,서울특별시 강남구 강남대로98길 11 메트로빌딩 B2층,None,None,None,None,None,http://ldb.phinf.naver.net/20200918_20/1600439456311merTj_JPEG/PHeZaRBjMxcPZqiE0G3SBXM7.jpg
None,키이스케이프 강남 더오름,서울 강남구 역삼동 827-37,None,방탈출카페,None,서울특별시 강남구 테헤란로6길 30 (역삼동) 지하1층 키이스케이프,None,None,None,None,None,None
None,언리얼컴퍼니,서울 강남구 역삼동 723-29,02-874-0050,방탈출카페,None,"방탈출 22,000원",None,None,None,None,None,None
None,Theclue,서울 강남구 역삼동 814-1,None,방탈출카페,None,서울특별시 강남구 강남대로 446 5층 501호 강남웰빌딩,None,None,None,None,None,None
None,다빈치 보드게임카페,서울 강남구 역삼동 619-4,02-567-3757,보드카페,None,"청소년 1시간(평일) 2,000원",None,None,4.57,None,None,http://ldb.phinf.naver.net/20200910_265/1599731379660YufNi_JPEG/bLYeGtQDAilrU1ea3u7jREqv.JPG.jpg
None,다이스타운 보드게임카페,서울 강남구 역삼동 812-18,02-555-6588,보드카페,None,"1인당 1시간 3,000원",None,None,4.45,None,"['보드카페', '보드게임방', '데이트', '쾌적한', '펭귄']",http://ldb.phinf.naver.net/20161007_263/1475814681227EQKIR_JPEG/176957536138781_0.jpeg
None,데블다이스 강남점,서울 강남구 역삼동 816-6,070-8882-3912,보드카페,None,"게임요금제 (1시간) 3,000원",None,None,4.46,None,"['보드카페', '데이트']",http://ldb.phinf.naver.net/20200821_259/159799040927339ACp_JPEG/o92pSTjgYz5s4bbDnaqpOlQp.jpg
None,펀타임,서울 강남구 역삼동 820-2,02-557-0327,보드카페,None,"1시간 3,000원",None,None,4.22,None,"['보드카페', '보드게임방', '데이트', '안락한', '친구들이랑']",http://ldb.phinf.naver.net/20160813_145/1471020741084WLUGF_JPEG/176763418240963_0.jpeg
None,보드게임카페 레드버튼 강남점,서울 강남구 역삼동 814-5,02-566-3799,보드카페,None,"1인 1시간(평일) 3,000원",None,None,4.59,None,None,http://ldb.phinf.naver.net/20200714_191/1594692117518m98Pf_PNG/SD4j7Ov_QKqYplhzyVAMOQUl.png
None,JACK 보드카페,서울 강남구 신사동 662-11 B1층,02-548-0779,보드카페,None,"아메리카노 4,000원",None,None,None,None,None,http://ldb.phinf.naver.net/20180324_82/15218788356335qc26_JPEG/mRjYzX4ouRPSG39BZqtTm5hp.jpg
None,보드스쿨 강남점,서울 강남구 역삼동 818-15 삼원빌딩 4층,02-3288-8658,보드카페,None,"1시간 3,000원",None,None,4,None,"['보드카페', '보드게임방', '데이트', '재미있는', '복숭아']",http://ldb.phinf.naver.net/20200713_207/1594630281994cuPw8_JPEG/VUYQP4IkaXYX1vJXfCnCJVDV.jpg
None,고 보드카페,서울 강남구 신사동 663-11,070-4121-7753,보드카페,None,"아메리카노 4,000원",None,None,3.4,None,None,http://ldb.phinf.naver.net/20181019_119/1539909743535NYUgu_PNG/3Cun0TBTpVD-nM6g6X_EGbss.PNG.png
None,데블다이스 강남대로점,서울 강남구 역삼동 815-4 만이빌딩 3층,070-4179-3912,보드카페,None,"1시간 (1인) 3,000원",None,None,4.21,None,None,http://ldb.phinf.naver.net/20180731_135/1533029554897R08xD_JPEG/zpQ75yFOLa0PlzsVf06hHE7S.jpeg.jpg
None,카페오즈,서울 강남구 역삼동 810-1 화성빌딩 3층,02-538-4202,보드카페,None,"1인 1시간 3,000원",None,None,4.45,None,"['보드카페', '보드게임방', '데이트', '친구들과']",http://ldb.phinf.naver.net/20150831_149/1441024685764yvQJE_JPEG/13346296_0.jpg
None,큐브보드카페,서울 강남구 역삼동 619-3,02-563-5880,보드카페,None,"1인 1시간 3,000원",None,None,4.65,None,None,http://ldb.phinf.naver.net/20200312_112/1584016340426sM7SA_JPEG/nF5bRPg5wkHzny6rcpU6PBZY.jpg
None,펀보드게임카페,서울 강남구 대치동 896-25,02-568-0870,보드카페,None,"1시간(홀) 2,400원",None,None,3.95,None,None,http://ldb.phinf.naver.net/20181205_240/1543935696525nzX6w_JPEG/J9chgWUGAYZ1ngt4iw-MQP7F.jpg
None,조이 보드카페,서울 강남구 신사동 663-17,02-6013-2950,보드카페,None,"아메리카노 4,000원",None,None,4.4,None,None,http://ldb.phinf.naver.net/20190212_113/1549947612195xdKxR_JPEG/%BD%E6%B3%D7%C0%CF%28%C1%A4%BB%E8%B0%A2%C7%FC%29.jpg
None,에이 보드게임 카페,서울 강남구 신사동 569-18,010-6499-9594,보드카페,None,"[게임요금] 1인 1시간 3,000원",None,None,4.75,None,None,http://ldb.phinf.naver.net/20200731_183/1596201094005oM607_JPEG/4C9-VwH8dB_QOsLCQAYTjJCO.jpg
None,데블다이스 강남3호점,서울 강남구 역삼동 619-18,070-8838-3912,보드카페,None,"1인 1시간 3,000원",None,None,4.14,None,None,http://ldb.phinf.naver.net/20200118_172/1579313053348lttsR_JPEG/4O9sdt-_9xoMVZbiKAqB6_6N.jpeg.jpg
None,위펀,서울 강남구 신사동 547-5,070-7770-7705,보드카페,None,매일 01:00~11:00,None,None,4.31,None,None,None
None,W보드카페,서울 강남구 신사동 656,070-8129-6779,보드카페,None,"아메리카노 4,000원",None,None,None,None,None,http://ldb.phinf.naver.net/20160309_10/1457489241386B42MO_JPEG/176259513741247_0.jpeg
None,올리브보드카페,서울 강남구 대치동 896-1,02-6053-3805,보드카페,None,"게임비 3,000원",None,None,5,None,None,http://ldb.phinf.naver.net/20200708_295/1594179401070kUFBP_JPEG/Gt0il0wnCpAxn3nQgZ_UwFuK.jpg
None,칸보드카페,서울 강남구 신사동 662-6 4층,070-4001-9352,보드카페,None,"1인당 1시간 3,000원",None,None,None,None,None,http://ldb.phinf.naver.net/20180130_121/1517245299204gxhsy_JPEG/S0sQ22qjRYFCxRHxxZ24xKbu.JPG.jpg
None,브이보드카페,"서울 강남구 신사동 662 , 남송빌딩 지하1층",070-8887-0707,보드카페,None,"큰방(시간당) 33,000원",None,None,None,None,None,http://ldb.phinf.naver.net/20200711_243/1594398930057rh808_PNG/7f8jF5hjnZ_lBK3yui1JW735.png
None,더블유보드카페,서울 강남구 논현동 114-11,02-543-5543,보드카페,None,서울특별시 강남구 언주로134길 9 엘림빌딩 지하1층,None,None,4.13,None,None,http://ldb.phinf.naver.net/20190315_161/1552646627276eYYST_JPEG/Rlkqw2NfjXHz4jm0MgobOJWU.jpg
None,크림보드카페,서울 강남구 신사동 648-12 지하 1층,02-548-8155,보드카페,None,"평일 00:00~24:00, 주말 00:00~24:00",None,None,4.4,None,None,http://ldb.phinf.naver.net/20181116_152/1542364575542WIK4G_PNG/Y_WC5u_ZAlkbSmj0R9gdRlds.png
None,보드카페 아수라발발타,서울 강남구 역삼동 678-16 서안빌딩 3층,02-553-6443,보드카페,None,"아메리카노 4,000원",None,None,4.25,None,None,http://ldb.phinf.naver.net/20150901_162/1441100051455NPLE9_JPEG/136561546923509_0.jpeg
None,놀이터 보드카페,서울 강남구 신사동 662-14 지하 1층,010-5927-8001,보드카페,None,"1인 1시간 3,000원",None,None,None,None,None,http://ldb.phinf.naver.net/20171106_156/1509967211994Q1KVe_JPEG/0J7mfsCE6NevnIIMKyRO1aj2.JPG.jpg
None,썬보드카페,서울 강남구 역삼동 736-42 예동빌딩 B1,02-557-7673,보드카페,None,"1시간 4,000원",None,None,3.83,None,None,http://ldb.phinf.naver.net/20170302_164/1488459391763nqccm_JPEG/186252618651623_0.jpeg
None,리오,서울 강남구 신사동 647-13,070-8950-3530,보드카페,None,"시간당 10,000원",None,None,None,None,None,None
None,듀스 보드게임 까페,서울 강남구 신사동 636-20 지하1층,070-4212-4103,보드카페,None,"게임비 3,000원",None,None,None,None,None,http://ldb.phinf.naver.net/20160614_22/1465902073077WwJbp_JPEG/176564603132728_2.jpeg
None,라스 보드카페,서울 강남구 신사동 642-1,02-3442-0320,보드카페,None,"아메리카노 4,500원",None,None,None,None,None,http://ldb.phinf.naver.net/20200406_197/1586168865655w4wMa_JPEG/zUvdn5NxKkvX6XpDu8YYuwHO.jpg
None,트리플엠,서울 강남구 역삼동 798-20 정금빌딩(예은동물병원) 지하1층,02-6213-0333,보드카페,None,"아메리카노 3,500원",None,None,None,None,None,http://ldb.phinf.naver.net/20180724_160/1532391032185yTtmb_JPEG/m3IH6p9ZtlprQsYf3yNloMAU.jpeg.jpg
None,AA홀덤바,서울 강남구 압구정동 394,010-2068-8950,보드카페,None,서울특별시 강남구 압구정로 151-2,None,None,None,None,None,None
None,슈퍼스타코인노래연습장 강남역점,서울 강남구 역삼동 817-9 4층,02-538-2153,노래방,None,,None,None,4.33,None,"['코인노래방', '데이트', '동생이랑', '혼자']",http://ldb.phinf.naver.net/20160126_113/1453803451263lfy03_JPEG/176076594751141_0.jpeg
None,준코역삼점,서울 강남구 역삼동 831-24 예미프레스티지 지하1층,02-554-6665,요리주점,None,,None,None,4.25,None,None,http://ldb.phinf.naver.net/20190814_186/1565771383382wQVNx_JPEG/wWxLZVIaJoC6CXZ-cKkPOA29.jpg
None,준코노래타운 신사점,서울 강남구 신사동 514-15 삼화빌딩 지하1층,02-545-2985,요리주점,None,,None,None,4.24,None,None,None
None,팝스타코인노래연습장,서울 강남구 역삼동 813-18 지하1층,02-558-7436,노래방,None,,None,None,4.19,None,"['코인노래방', '혼자']",http://ldb.phinf.naver.net/20161114_240/1479114914945WXtg4_JPEG/177061537725025_0.jpeg
None,링코노래타운 강남점,서울 강남구 역삼동 826-41,02-538-1259,요리주점,None,,None,None,4.07,None,None,http://ldb.phinf.naver.net/20190422_175/1555898876978lN5fl_JPEG/evp6lTVCQqws66wEE6Th_VV7.jpg
None,세븐스타코인노래연습장 대치점,서울 강남구 대치동 907-8,None,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200108_281/1578444057812p26gC_JPEG/4ua2MUqZSo-XpVEGAmsN9deS.jpg
None,악쓰는하마코인노래연습장,서울 강남구 역삼동 619-26 4층 악쓰는하마코인노래연습장,02-552-2234,노래방,None,,None,None,4,None,"['코인노래방', '친구랑']",None
None,뮤지컬노래방,서울 강남구 역삼동 705-14,02-566-0855,노래방,None,,None,None,4.19,None,None,None
None,히든 코인 싱어 노래 연습장,서울 강남구 역삼동 812-18,02-501-6777,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170511_104/14944924166740lPyo_JPEG/186453627926999_0.jpeg
None,SOS노래방,서울 강남구 역삼동 813-16,02-3453-4589,노래방,None,,None,None,3.72,None,None,None
None,라라코인노래연습장,서울 강남구 역삼동 817-6,010-7106-2979,노래방,None,,None,None,4.44,None,None,None
None,락휴 코인노래연습장 신사역점,서울 강남구 신사동 537-13,02-511-4515,노래방,None,,None,None,4.45,None,None,http://ldb.phinf.naver.net/20191111_222/1573426763771VTncP_JPEG/Tv2mxNWSDeeTIpIpRZs5WcHE.JPG.jpg
None,와드코인노래연습장,서울 강남구 신사동 512-10 지하,010-9084-2993,노래방,None,,None,None,4.17,None,None,http://ldb.phinf.naver.net/20180203_287/1517586368623Ta8a3_JPEG/7waPfk5DD7DU-JIzhoBFVcvu.jpg
None,칸노래방,서울 강남구 신사동 512-16 지하 1층,02-542-7775,노래방,None,,None,None,3.67,None,None,None
None,베카코인노래연습장,서울 강남구 대치동 1019-1 신사빌딩 B101,02-558-1924,노래방,None,,None,None,3.5,None,None,http://ldb.phinf.naver.net/20171114_173/15106647838923ymfb_JPEG/CtbTvNxPXQlLbJ-SfqrDnT-l.jpg
None,MOL노래연습장,서울 강남구 역삼동 817,02-558-5896,노래방,None,,None,None,4.1,None,None,None
None,수노래연습장 압구정점,서울 강남구 신사동 659-12,02-518-9334,노래방,None,,None,None,4.67,None,['혼자'],http://ldb.phinf.naver.net/20170110_223/1484030736760sYRk1_JPEG/186060557556101_0.jpeg
None,두드락 인터넷노래연습장,서울 강남구 신사동 582-2 삼기빌딩 지하 1층,02-548-2558,노래방,None,,None,None,4.56,None,None,http://ldb.phinf.naver.net/20190129_126/1548738354807UNRMu_JPEG/o3nTDH0DHY-CpHOz46gdLmIR.jpg
None,락휴 노래연습장 강남 대치점,서울 강남구 대치동 507 지하1층 2호,02-553-1377,노래방,None,,None,None,3.83,None,None,http://ldb.phinf.naver.net/20150901_151/1441058434006wsJk4_JPEG/106755495975368_0.jpg
None,더불러노래방,서울 강남구 삼성동 158-14 2층,02-568-5586,노래방,None,,None,None,4.15,None,None,http://ldb.phinf.naver.net/20150901_26/14410347464071To6X_JPEG/SUBMIT_1416903506772_35993109.jpg
None,코다,서울 강남구 청담동 80-10,02-512-1004,노래방,None,,None,None,4.36,None,None,http://ldb.phinf.naver.net/20150831_168/1440998285816VYelJ_JPEG/106574505322670_0.jpg
None,럭셔리수노래방,서울 강남구 대치동 897-26,02-561-9190,노래방,None,,None,None,4.45,None,None,http://ldb.phinf.naver.net/20200701_182/1593592409235UTqtv_JPEG/HJyyI2U3uC4zSRVAYveHwLcp.jpg
None,스타코인노래연습장 강남직영점,서울 강남구 역삼동 810-8,070-8811-0000,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170616_53/1497589003783WJCBn_JPEG/186566538657_0.jpg
None,더놀자노래연습장,서울 강남구 역삼동 601-7,02-555-4578,노래방,None,,None,None,4.08,None,None,None
None,가로수 노래방,서울 강남구 신사동 537,010-4257-2072,노래방,None,,None,None,3.93,None,None,http://ldb.phinf.naver.net/20150831_127/1441018412755MYcCU_JPEG/SUBMIT_1413196412554_35719690.jpg
None,훼미리노래연습실노래방,서울 강남구 역삼동 서울 강남구 역삼동 788 1,02-501-5060,노래방,None,,None,None,4.11,None,None,None
None,강남퍼니멀티방노래방,서울 강남구 역삼동 619-3 5층,02-558-8110,노래방,None,,None,None,3.93,None,None,None
None,명품노래연습장,서울 강남구 역삼동 669-17,02-557-1887,노래방,None,,None,None,4.57,None,None,http://ldb.phinf.naver.net/20191011_266/1570732954237zXkRW_JPEG/_i8aKVUYkPEKmpQOHVVDyZZZ.jpg
None,천당노래연습장 강남일원점,서울 강남구 일원동 645-6 B1,02-2226-5368,노래방,None,,None,None,4.43,None,None,http://ldb.phinf.naver.net/20150901_246/14410727711061u91O_JPEG/SUBMIT_1388241491991_33890561.jpg
None,오디션노래연습장,서울 강남구 수서동 725,None,노래방,None,,None,None,3.5,None,None,http://ldb.phinf.naver.net/20190828_122/1566977548166Hh4f0_JPEG/X0z54dBiR-fC8r6PpeM7gCz2.jpg
None,놀다가게 플레이스,서울 강남구 역삼동 819 케이스퀘어 지하 1층,02-566-9936,복합문화공간,None,,None,None,4.36,None,None,http://ldb.phinf.naver.net/20200402_79/1585795537545juOvU_JPEG/hnwkqGqAVLZLDB3SmvGa37wM.jpg
None,슈퍼스타코인노래연습장 강남역점,서울 강남구 역삼동 817-9 4층,02-538-2153,노래방,None,,None,None,4.33,None,"['코인노래방', '데이트', '동생이랑', '혼자']",http://ldb.phinf.naver.net/20160126_113/1453803451263lfy03_JPEG/176076594751141_0.jpeg
None,퍼니랜드 강남1호점,서울 강남구 역삼동 813-8,None,오락실,None,,None,None,None,None,"['사격장', '데이트', '커플', '혼자']",http://ldb.phinf.naver.net/20161220_289/1482222667851kTG5D_JPEG/177170576127.jpg
None,팝스타코인노래연습장,서울 강남구 역삼동 813-18 지하1층,02-558-7436,노래방,None,,None,None,4.19,None,"['코인노래방', '혼자']",http://ldb.phinf.naver.net/20161114_240/1479114914945WXtg4_JPEG/177061537725025_0.jpeg
None,악쓰는하마코인노래연습장,서울 강남구 역삼동 619-26 4층 악쓰는하마코인노래연습장,02-552-2234,노래방,None,,None,None,4,None,"['코인노래방', '친구랑']",None
None,히든 코인 싱어 노래 연습장,서울 강남구 역삼동 812-18,02-501-6777,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170511_104/14944924166740lPyo_JPEG/186453627926999_0.jpeg
None,라라코인노래연습장,서울 강남구 역삼동 817-6,010-7106-2979,노래방,None,,None,None,4.44,None,None,None
None,와드코인노래연습장,서울 강남구 신사동 512-10 지하,010-9084-2993,노래방,None,,None,None,4.17,None,None,http://ldb.phinf.naver.net/20180203_287/1517586368623Ta8a3_JPEG/7waPfk5DD7DU-JIzhoBFVcvu.jpg
None,스타코인노래연습장 강남직영점,서울 강남구 역삼동 810-8,070-8811-0000,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170616_53/1497589003783WJCBn_JPEG/186566538657_0.jpg
None,와드코인노래연습장,서울 강남구 논현동 182-25 지하,None,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20160424_248/1461428791594YKxx5_JPEG/176374415650729_0.jpeg
None,NB코인노래연습장,서울 강남구 자곡동 600,1522-2825,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191030_200/15723685204128Yx3E_JPEG/in4SIaYH0AMu0VNFC0WYadjr.jpg
None,노래야노래야코인노래연습장,서울 강남구 역삼동 827-70 3층,010-5169-6640,노래방,None,,None,None,4.7,None,None,http://ldb.phinf.naver.net/20191025_121/1571995661971qabkG_JPEG/7y4ndUaGBTj3m90pAABwMKMu.jpeg.jpg
None,펀시티 스타필드 코엑스점,서울 강남구 삼성동 159,02-562-5671,오락시설,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190201_159/1549000615283nn1Q1_JPEG/4vMgJ54igU-N9FhRfH5FqIJQ.jpg
None,락스타코인노래연습장,서울 강남구 대치동 1019-13 금마빌딩 지하1층,070-8860-7463,노래방,None,,None,None,None,None,"['코인노래방', '깨끗한', '스테이크']",http://ldb.phinf.naver.net/20200503_82/1588468351495zjKVX_JPEG/GllUD-aG-cdGooVI2sAZ2TVh.jpeg.jpg
None,삼삼코인노래연습장,서울 강남구 역삼동 815-4 만이빌딩 지하2층,010-5616-4008,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191212_88/15761300890455UtuR_JPEG/4h25vecPMbij6GoScZjcIDY4.jpg
None,플레이코인노래연습장,서울 강남구 일원동 687-5,None,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200130_185/15803459850386B6zn_JPEG/mn69Uy4L6eMjWhc0ocs_ZdBw.jpg
None,k팝스타코인노래연습장,서울 강남구 대치동 1021-10,02-557-1841,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20170123_110/1485145996015M4dOz_JPEG/186073536327_0.jpg
None,NB코인노래연습장,서울 강남구 세곡동 581,010-3711-7982,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200401_247/1585750050989Uz3On_JPEG/trXScPaMbAqCeMocyvS9ckYO.jpg
None,보이스코드,서울 강남구 신사동 610-2 지하1층 보이스코드,010-2057-3809,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191217_171/1576510508702zUETG_JPEG/CxosW4hv9tZA5vnHS1sXuX88.jpg
None,인형뽑기 본점,서울 강남구 역삼동  700-35,None,오락실,None,,None,None,None,None,None,None
None,빈티지 코인노래연습장,서울 강남구 신사동 517-29,02-1234-5555,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190709_164/15626432467937p5bV_JPEG/3R85y5t3rDUagGmSyH1T6cEF.jpg
None,뮤직이너스,서울 강남구 도곡동 952-10,02-579-3273,노래방,None,,None,None,None,None,None,None
None,xgamezone,서울 강남구 신사동 517-29,None,오락실,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20190403_159/1554262995125bJpOz_JPEG/qc8gixsnlfIe6DfXaUjM7NKY.jpg
None,킹콩코인노래연습장,서울 강남구 대치동 941-27,None,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191025_151/1571978138809GdMMM_JPEG/uomFYHN1QBMU6z7umGUfBwv-.jpg
None,뮤직이너스 코인노래방,서울 강남구 역삼동 826-21,02-566-3273,노래방,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191118_85/1574067809875BRhkp_JPEG/TcKUVExDeMuQsiLkOTasV6rc.jpg
None,지투존,서울 강남구 청담동 38-26,02-6205-5599,프랜차이즈본사,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20161202_241/1480637535551eRAzN_JPEG/177077553140994_0.jpeg
None,뽑고뽑고,서울 강남구 논현동 149-8,None,오락실,None,,None,None,None,None,None,None
None,슈퍼스타코인노래방 개포점,서울 강남구 개포동 186-10,010-9359-4159,노래방,None,,None,None,None,None,None,None
None,메가박스코엑스,서울 강남구 삼성동 159,1544-0070,영화관,None,,None,None,4.46,None,"['영화관', '극장', '초밥', '화려한', '데이트']",http://ldb.phinf.naver.net/20200517_223/1589685595050V2Kek_JPEG/AFidpgyAKDXIyWHfVaFbEGjS.jpeg.jpg
None,CGV 강남,서울 강남구 역삼동 814-6 스타플렉스,1544-1122,영화관,None,,None,None,4.33,None,"['영화관', '극장', '납작만두', '신비한', '데이트']",http://ldb.phinf.naver.net/20190909_31/1568029121469QDD5m_JPEG/NTQ2FVPVimOAvhpsv4omETX-.jpg
None,CGV 압구정,서울 강남구 신사동 603-2,1544-1122,영화관,None,,None,None,4.4,None,"['영화관', '극장', '장어', '화려한', '나들이']",http://ldb.phinf.naver.net/20190909_31/1568029121469QDD5m_JPEG/NTQ2FVPVimOAvhpsv4omETX-.jpg
None,CGV 청담씨네시티,서울 강남구 신사동 651-21,1544-1122,영화관,None,,None,None,4.34,None,"['영화관', '극장', '치즈케이크', '프라이빗', '데이트']",http://ldb.phinf.naver.net/20190909_31/1568029121469QDD5m_JPEG/NTQ2FVPVimOAvhpsv4omETX-.jpg
None,메가박스 씨티,서울 강남구 역삼동 816,1544-0070,영화관,None,,None,None,4.39,None,"['영화관', '극장', '야시장', '친구랑', '오빠랑']",None
None,롯데시네마 브로드웨이,서울 강남구 논현동 3-1,1544-8855,영화관,None,,None,None,4.16,None,"['영화관', '소극장', '뮤지컬', '평화로운', '데이트']",http://ldb.phinf.naver.net/20180601_285/15278189727220i12u_JPEG/IRtWK0eh0St0LbyTILYswKRT.jpg
None,메가박스중앙,서울 강남구 논현동 6-13,02-1544-0070,영화관,None,,None,None,4.47,None,None,None
None,롯데시네마 도곡,서울 강남구 도곡동 174-3,1544-8855,영화관,None,,None,None,4.23,None,None,http://ldb.phinf.naver.net/20180601_285/15278189727220i12u_JPEG/IRtWK0eh0St0LbyTILYswKRT.jpg
None,이봄씨어터,서울 강남구 신사동 532-1,None,영화관,None,,None,None,3.5,None,"['영화관', '극장']",None
None,조이앤시네마,서울 강남구 신사동 532-1 대원빌딩 B2,070-8233-4321,영화관,None,,None,None,4,None,"['영화관', '소극장', '숨겨진', '조그마한', '연인과']",http://ldb.phinf.naver.net/20150831_281/1441019264560mNs0x_JPEG/156959494321901_0.jpeg
None,밤부컬렉션,서울 강남구 삼성동  44-17,02-6918-8222,복합문화공간,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20181222_133/1545467538542FVL2h_JPEG/Fk5w4MIpjthrn1YHb0UGf0Nc.jpeg.jpg
None,블랙죤DVD방,서울 강남구 역삼동 817,02-563-8021,DVD방,None,,None,None,4.6,None,None,http://ldb.phinf.naver.net/20150831_230/1441004111130x3agI_JPEG/SUBMIT_1435663418785_19504074.jpg
None,넥스트비쥬얼스튜디오 시사실,서울 강남구 신사동 532-1 지하2층,02-6925-2578,영화관,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20150901_256/1441066214215S8lLs_JPEG/127159635447431_0.jpg
None,누리로씨네마,서울 강남구 역삼동 719-2,02-1877-5355,영화관,None,,None,None,None,None,None,None
None,VODSUITE,서울 강남구 논현동 221-1,010-4037-0791,장소대여,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200806_176/1596681420098r0QTG_JPEG/ijcqZ4O2X_otmHL1qTfHYDUU.jpg
None,제이원이즈,서울 강남구 논현동 126-13,070-4801-3995,인테리어디자인,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191115_135/1573786617819cj5Gf_PNG/spGUn_A4AwtmdSbk0UhtYdFb.png
None,활엔터테인먼트,서울 강남구 대치동 956-7,02-2279-8411,배급업,None,,None,None,None,None,None,None
None,프리즘 시네살롱,서울 강남구 신사동 518-15,02-3443-4653,영화,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20191124_167/1574605027054PahVi_PNG/mtYP_10WXgLUulv0drcsE91c.png
None,돔스크린골프,서울 성동구 행당동 168-151,02-2200-1615,스크린골프장,None,,None,None,4.23,None,None,None
None,에딘버그골프클럽,서울 성동구 성수동2가 281-12,02-497-0085,실외골프연습장,None,,None,None,4.2,None,None,http://ldb.phinf.naver.net/20190410_106/1554906747223Mm2HI_JPEG/kxQ8uhbN_Tl8a_JU9lJ9HOF1.jpg
None,레몬골프 스크린골프존,서울 성동구 행당1동 140 레몬프라자 8층,02-2299-2223,스크린골프장,None,,None,None,4.41,None,None,http://ldb.phinf.naver.net/20151012_141/1444643848184e3H3S_JPEG/SUBMIT_1444643804154_13524720.jpg
None,SL스크린골프,서울 성동구 성수2가3동 277-156,02-463-1616,스크린골프장,None,,None,None,3.93,None,None,http://ldb.phinf.naver.net/20150901_203/1441035764977cUJzt_GIF/96660585638902_0.gif
None,동방스크린,서울 성동구 마장동 517 동방빌딩 지하1층,02-2292-2636,스크린골프장,None,,None,None,4.62,None,None,http://ldb.phinf.naver.net/20200417_177/1587123224914j60D4_JPEG/Q_tFWYxNnLh0qSrsD8iyagVS.jpg
None,골프스타디움 성수본점,서울 성동구 성수동2가  289-20,02-6949-0609,스크린골프장,None,,None,None,None,None,None,http://ldb.phinf.naver.net/20200629_115/1593397933933ugFuX_JPEG/gLku28T-mvvSFlFZXKRTXWjL.jpg
